dataset,kernel_name,alpha,val_rmse,val_r2,val_accuracy,num_params,model_type
concrete,RBF,1e-06,35.64397870896873,-3.40535900921424,,,gp
concrete,Matern25,1e-06,35.64397870896873,-3.40535900921424,,,gp
concrete,DotProduct,1e-06,10.976140895362754,0.5822578459953887,,,gp
concrete,RBF_plus_DotProduct,1e-06,28.04487222863609,-1.7271930832321623,,,gp
concrete,RBF_ARD,1e-06,35.64397870896873,-3.40535900921424,,,gp
concrete,Matern25_ARD,1e-06,35.453194732197794,-3.358325954362691,,,gp
concrete,RBF_ARD_plus_DotProduct,1e-06,28.04487222863609,-1.7271930832321623,,,gp
concrete,RBF_WhiteKernel,1e-06,17.130374829997756,-0.017519373844202102,,,gp
concrete,Matern25_WhiteKernel,1e-06,17.13037295722206,-0.01751915136390414,,,gp
concrete,DotProduct_WhiteKernel,1e-06,11.40619093033009,0.5488819239302619,,,gp
concrete,RBF_plus_DotProduct_WhiteKernel,1e-06,5.355918098229834,0.900533506090477,,,gp
concrete,RBF_ARD_WhiteKernel,1e-06,17.130375200004778,-0.017519417799961357,,,gp
concrete,Matern25_ARD_WhiteKernel,1e-06,17.13037282444641,-0.017519135590544188,,,gp
concrete,RBF_ARD_plus_DotProduct_WhiteKernel,1e-06,8.762373239399224,0.7337727832209334,,,gp
