dataset,n_estimators,max_depth,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,learning_rate
wine,50,3,,,0.8888888888888888,,42,xgboost,0.1
wine,50,3,,,0.8888888888888888,,43,xgboost,0.1
wine,50,3,,,0.8888888888888888,,44,xgboost,0.1
wine,50,3,,,0.8888888888888888,,45,xgboost,0.1
wine,50,3,,,0.8888888888888888,,46,xgboost,0.1
wine,50,6,,,0.8888888888888888,,42,xgboost,0.1
wine,50,6,,,0.8888888888888888,,43,xgboost,0.1
wine,50,6,,,0.8888888888888888,,44,xgboost,0.1
wine,50,6,,,0.8888888888888888,,45,xgboost,0.1
wine,50,6,,,0.8888888888888888,,46,xgboost,0.1
wine,50,9,,,0.8888888888888888,,42,xgboost,0.1
wine,50,9,,,0.8888888888888888,,43,xgboost,0.1
wine,50,9,,,0.8888888888888888,,44,xgboost,0.1
wine,50,9,,,0.8888888888888888,,45,xgboost,0.1
wine,50,9,,,0.8888888888888888,,46,xgboost,0.1
wine,100,3,,,0.8888888888888888,,42,xgboost,0.1
wine,100,3,,,0.8888888888888888,,43,xgboost,0.1
wine,100,3,,,0.8888888888888888,,44,xgboost,0.1
wine,100,3,,,0.8888888888888888,,45,xgboost,0.1
wine,100,3,,,0.8888888888888888,,46,xgboost,0.1
wine,100,6,,,0.8888888888888888,,42,xgboost,0.1
wine,100,6,,,0.8888888888888888,,43,xgboost,0.1
wine,100,6,,,0.8888888888888888,,44,xgboost,0.1
wine,100,6,,,0.8888888888888888,,45,xgboost,0.1
wine,100,6,,,0.8888888888888888,,46,xgboost,0.1
wine,100,9,,,0.8888888888888888,,42,xgboost,0.1
wine,100,9,,,0.8888888888888888,,43,xgboost,0.1
wine,100,9,,,0.8888888888888888,,44,xgboost,0.1
wine,100,9,,,0.8888888888888888,,45,xgboost,0.1
wine,100,9,,,0.8888888888888888,,46,xgboost,0.1
wine,200,3,,,0.8888888888888888,,42,xgboost,0.1
wine,200,3,,,0.8888888888888888,,43,xgboost,0.1
wine,200,3,,,0.8888888888888888,,44,xgboost,0.1
wine,200,3,,,0.8888888888888888,,45,xgboost,0.1
wine,200,3,,,0.8888888888888888,,46,xgboost,0.1
wine,200,6,,,0.8888888888888888,,42,xgboost,0.1
wine,200,6,,,0.8888888888888888,,43,xgboost,0.1
wine,200,6,,,0.8888888888888888,,44,xgboost,0.1
wine,200,6,,,0.8888888888888888,,45,xgboost,0.1
wine,200,6,,,0.8888888888888888,,46,xgboost,0.1
wine,200,9,,,0.8888888888888888,,42,xgboost,0.1
wine,200,9,,,0.8888888888888888,,43,xgboost,0.1
wine,200,9,,,0.8888888888888888,,44,xgboost,0.1
wine,200,9,,,0.8888888888888888,,45,xgboost,0.1
wine,200,9,,,0.8888888888888888,,46,xgboost,0.1
wine,500,3,,,0.8888888888888888,,42,xgboost,0.1
wine,500,3,,,0.8888888888888888,,43,xgboost,0.1
wine,500,3,,,0.8888888888888888,,44,xgboost,0.1
wine,500,3,,,0.8888888888888888,,45,xgboost,0.1
wine,500,3,,,0.8888888888888888,,46,xgboost,0.1
wine,500,6,,,0.8888888888888888,,42,xgboost,0.1
wine,500,6,,,0.8888888888888888,,43,xgboost,0.1
wine,500,6,,,0.8888888888888888,,44,xgboost,0.1
wine,500,6,,,0.8888888888888888,,45,xgboost,0.1
wine,500,6,,,0.8888888888888888,,46,xgboost,0.1
wine,500,9,,,0.8888888888888888,,42,xgboost,0.1
wine,500,9,,,0.8888888888888888,,43,xgboost,0.1
wine,500,9,,,0.8888888888888888,,44,xgboost,0.1
wine,500,9,,,0.8888888888888888,,45,xgboost,0.1
wine,500,9,,,0.8888888888888888,,46,xgboost,0.1
