dataset,num_channels,num_layers,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,early_stopping
seoulBike,16,1,0.06084554694779558,0.8968755313941219,,353,42,mlp,19
seoulBike,16,1,0.054866366809164985,0.9161474005863776,,353,43,mlp,19
seoulBike,16,1,0.04791222621955078,0.9360564378524797,,353,44,mlp,19
seoulBike,16,1,0.05047898366607774,0.9290217431138628,,353,45,mlp,19
seoulBike,16,1,0.061366767272786546,0.8951011767171233,,353,46,mlp,19
seoulBike,64,1,0.054643401320027915,0.9168275348152037,,1409,42,mlp,19
seoulBike,64,1,0.05872570876312647,0.9039360016190527,,1409,43,mlp,19
seoulBike,64,1,0.059059387307747874,0.9028412319717015,,1409,44,mlp,19
seoulBike,64,1,0.05501287079402596,0.9156989968736577,,1409,45,mlp,19
seoulBike,64,1,0.055035217587832676,0.9156304950947672,,1409,46,mlp,19
seoulBike,256,1,0.06007307131428954,0.8994773804034519,,5633,42,mlp,19
seoulBike,256,1,0.058634407393644956,0.9042344724862387,,5633,43,mlp,19
seoulBike,256,1,0.052419769317516754,0.9234589640782286,,5633,44,mlp,19
seoulBike,256,1,0.05912822712785687,0.9026146027964154,,5633,45,mlp,19
seoulBike,256,1,0.05395402857977484,0.918912879158683,,5633,46,mlp,19
seoulBike,16,3,0.0581971053457213,0.9056576059672194,,961,42,mlp,19
seoulBike,16,3,0.04421275017033094,0.9455498368560675,,961,43,mlp,19
seoulBike,16,3,0.04915503887504388,0.9326961027760634,,961,44,mlp,19
seoulBike,16,3,0.050958453256036075,0.9276669797006615,,961,45,mlp,19
seoulBike,16,3,0.05999120812115976,0.8997511634956787,,961,46,mlp,19
seoulBike,64,3,0.057239340353751646,0.9087372890684029,,9985,42,mlp,19
seoulBike,64,3,0.05552494794351025,0.9141222919933103,,9985,43,mlp,19
seoulBike,64,3,0.04973555242346449,0.9310970181104302,,9985,44,mlp,19
seoulBike,64,3,0.051674945411104796,0.925618629186684,,9985,45,mlp,19
seoulBike,64,3,0.05706434212950682,0.9092944722371004,,9985,46,mlp,19
seoulBike,256,3,0.04004417747381335,0.9553334016023911,,138241,42,mlp,19
seoulBike,256,3,0.04841848639648988,0.9346979909603971,,138241,43,mlp,19
seoulBike,256,3,0.047631425779664546,0.9368037529328811,,138241,44,mlp,19
seoulBike,256,3,0.047314288422673614,0.9376424920402829,,138241,45,mlp,19
seoulBike,256,3,0.05006652555738491,0.9301769151014427,,138241,46,mlp,19
seoulBike,16,5,0.06622435916437361,0.8778370099920237,,1569,42,mlp,19
seoulBike,16,5,0.04506609741981221,0.9434276750515318,,1569,43,mlp,19
seoulBike,16,5,0.06271475390152535,0.8904421326496411,,1569,44,mlp,19
seoulBike,16,5,0.04917090072946831,0.932652659137699,,1569,45,mlp,19
seoulBike,16,5,0.07215616413315895,0.8549722863297993,,1569,46,mlp,19
seoulBike,64,5,0.055968217526530806,0.912745652254192,,18561,42,mlp,19
seoulBike,64,5,0.06440467704524525,0.8844582506787558,,18561,43,mlp,19
seoulBike,64,5,0.060594856798054306,0.8977235484693757,,18561,44,mlp,19
seoulBike,64,5,0.055112191065203084,0.9153943279299048,,18561,45,mlp,19
seoulBike,64,5,0.06441059976553078,0.8844369990256343,,18561,46,mlp,19
seoulBike,256,5,0.06507793454334192,0.8820299817989795,,270849,42,mlp,19
seoulBike,256,5,0.04670560905108803,0.9392365807348823,,270849,43,mlp,19
seoulBike,256,5,0.05506486619727404,0.9155395674161759,,270849,44,mlp,19
seoulBike,256,5,0.08838001052688144,0.7824233815007782,,270849,45,mlp,19
seoulBike,256,5,0.06645704213819963,0.8769770489441135,,270849,46,mlp,19
