dataset,n_estimators,max_depth,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,learning_rate
hearth,50,3,,,0.5111111111111111,,42,xgboost,0.1
hearth,50,3,,,0.5111111111111111,,43,xgboost,0.1
hearth,50,3,,,0.5111111111111111,,44,xgboost,0.1
hearth,50,3,,,0.5111111111111111,,45,xgboost,0.1
hearth,50,3,,,0.5111111111111111,,46,xgboost,0.1
hearth,50,6,,,0.4444444444444444,,42,xgboost,0.1
hearth,50,6,,,0.4444444444444444,,43,xgboost,0.1
hearth,50,6,,,0.4444444444444444,,44,xgboost,0.1
hearth,50,6,,,0.4444444444444444,,45,xgboost,0.1
hearth,50,6,,,0.4444444444444444,,46,xgboost,0.1
hearth,50,9,,,0.4666666666666667,,42,xgboost,0.1
hearth,50,9,,,0.4666666666666667,,43,xgboost,0.1
hearth,50,9,,,0.4666666666666667,,44,xgboost,0.1
hearth,50,9,,,0.4666666666666667,,45,xgboost,0.1
hearth,50,9,,,0.4666666666666667,,46,xgboost,0.1
hearth,100,3,,,0.4444444444444444,,42,xgboost,0.1
hearth,100,3,,,0.4444444444444444,,43,xgboost,0.1
hearth,100,3,,,0.4444444444444444,,44,xgboost,0.1
hearth,100,3,,,0.4444444444444444,,45,xgboost,0.1
hearth,100,3,,,0.4444444444444444,,46,xgboost,0.1
hearth,100,6,,,0.4666666666666667,,42,xgboost,0.1
hearth,100,6,,,0.4666666666666667,,43,xgboost,0.1
hearth,100,6,,,0.4666666666666667,,44,xgboost,0.1
hearth,100,6,,,0.4666666666666667,,45,xgboost,0.1
hearth,100,6,,,0.4666666666666667,,46,xgboost,0.1
hearth,100,9,,,0.4888888888888889,,42,xgboost,0.1
hearth,100,9,,,0.4888888888888889,,43,xgboost,0.1
hearth,100,9,,,0.4888888888888889,,44,xgboost,0.1
hearth,100,9,,,0.4888888888888889,,45,xgboost,0.1
hearth,100,9,,,0.4888888888888889,,46,xgboost,0.1
hearth,200,3,,,0.4444444444444444,,42,xgboost,0.1
hearth,200,3,,,0.4444444444444444,,43,xgboost,0.1
hearth,200,3,,,0.4444444444444444,,44,xgboost,0.1
hearth,200,3,,,0.4444444444444444,,45,xgboost,0.1
hearth,200,3,,,0.4444444444444444,,46,xgboost,0.1
hearth,200,6,,,0.4666666666666667,,42,xgboost,0.1
hearth,200,6,,,0.4666666666666667,,43,xgboost,0.1
hearth,200,6,,,0.4666666666666667,,44,xgboost,0.1
hearth,200,6,,,0.4666666666666667,,45,xgboost,0.1
hearth,200,6,,,0.4666666666666667,,46,xgboost,0.1
hearth,200,9,,,0.4888888888888889,,42,xgboost,0.1
hearth,200,9,,,0.4888888888888889,,43,xgboost,0.1
hearth,200,9,,,0.4888888888888889,,44,xgboost,0.1
hearth,200,9,,,0.4888888888888889,,45,xgboost,0.1
hearth,200,9,,,0.4888888888888889,,46,xgboost,0.1
hearth,500,3,,,0.4666666666666667,,42,xgboost,0.1
hearth,500,3,,,0.4666666666666667,,43,xgboost,0.1
hearth,500,3,,,0.4666666666666667,,44,xgboost,0.1
hearth,500,3,,,0.4666666666666667,,45,xgboost,0.1
hearth,500,3,,,0.4666666666666667,,46,xgboost,0.1
hearth,500,6,,,0.4666666666666667,,42,xgboost,0.1
hearth,500,6,,,0.4666666666666667,,43,xgboost,0.1
hearth,500,6,,,0.4666666666666667,,44,xgboost,0.1
hearth,500,6,,,0.4666666666666667,,45,xgboost,0.1
hearth,500,6,,,0.4666666666666667,,46,xgboost,0.1
hearth,500,9,,,0.4888888888888889,,42,xgboost,0.1
hearth,500,9,,,0.4888888888888889,,43,xgboost,0.1
hearth,500,9,,,0.4888888888888889,,44,xgboost,0.1
hearth,500,9,,,0.4888888888888889,,45,xgboost,0.1
hearth,500,9,,,0.4888888888888889,,46,xgboost,0.1
