Epoch,Val Accuracy
1,0.21516666666666667
2,0.6258333333333334
3,0.6741666666666667
4,0.7436666666666667
5,0.7331666666666666
6,0.7093333333333334
7,0.7556666666666667
8,0.7678333333333334
9,0.8531666666666666
10,0.8565
11,0.866
12,0.8993333333333333
13,0.902
14,0.9048333333333334
15,0.9146666666666666
16,0.9193333333333333
17,0.9383333333333334
18,0.9403333333333334
19,0.9421666666666667
20,0.9516666666666667
21,0.9533333333333334
22,0.9546666666666667
23,0.9596666666666667
24,0.9611666666666666
25,0.967
26,0.9678333333333333
27,0.9696666666666667
28,0.9716666666666667
29,0.971
30,0.9715
31,0.9716666666666667
32,0.9718333333333333
33,0.9721666666666666
34,0.9728333333333333
35,0.9731666666666666
36,0.973
37,0.9716666666666667
38,0.9721666666666666
39,0.9726666666666667
40,0.9723333333333334
41,0.9688333333333333
42,0.9688333333333333
