Epoch,Val Accuracy
1,0.17133333333333334
2,0.628
3,0.6433333333333333
4,0.6968333333333333
5,0.7001666666666667
6,0.6651666666666667
7,0.7136666666666667
8,0.7211666666666666
9,0.755
10,0.7808333333333334
11,0.7888333333333334
12,0.8426666666666667
13,0.8453333333333334
14,0.855
15,0.877
16,0.8781666666666667
17,0.9145
18,0.918
19,0.9233333333333333
20,0.9325
21,0.9338333333333333
22,0.9341666666666667
23,0.9418333333333333
24,0.9435
25,0.9545
26,0.957
27,0.9583333333333334
28,0.9626666666666667
29,0.9638333333333333
30,0.9641666666666666
31,0.9656666666666667
32,0.9638333333333333
33,0.9631666666666666
34,0.963
35,0.9641666666666666
36,0.9616666666666667
37,0.9611666666666666
38,0.9615
39,0.9458333333333333
40,0.0
41,0.423
42,0.0013333333333333333
