Epoch,Val RMSE,Val Accuracy
1,0.3473048113454541,0.23466666042804718
2,1.1646274757481367,0.5868332982063293
3,1.2788552664280757,0.6524999737739563
4,1.554149113123531,0.7393333315849304
5,1.4090506160977294,0.737666666507721
6,1.783082174082472,0.8353333473205566
7,1.8435020407819482,0.843500018119812
8,1.9625930048341975,0.8588333129882812
9,2.027152917164744,0.8619999885559082
10,2.1807730602129096,0.8794999718666077
11,2.1930116904499526,0.8758333325386047
12,2.3799311111144865,0.8923333287239075
13,2.606673361400966,0.8966666460037231
14,2.5089493655969597,0.8986666798591614
15,2.8025074284787905,0.9113333225250244
16,2.4062752691662523,0.9166666865348816
17,2.753022924141563,0.918666660785675
18,2.4241239139017368,0.9178333282470703
19,2.817765404694387,0.9256666302680969
20,2.572396905538717,0.9288333058357239
21,2.6667292783085785,0.9326666593551636
22,2.2708555497809657,0.9268333315849304
23,2.55910407393496,0.9275000095367432
24,3.017008468923745,0.9298333525657654
25,2.8880309211384194,0.9319999814033508
26,3.2745124970927777,0.9333333373069763
27,3.3522972576520593,0.9386666417121887
28,3.673021310198982,0.9399999976158142
29,3.773838147352973,0.9396666288375854
30,3.9497354604545643,0.9430000185966492
31,3.8368201482068516,0.9430000185966492
32,4.131123130436643,0.9455000162124634
33,4.247050045304819,0.9458333253860474
34,4.221372339115374,0.9466666579246521
35,4.442410655094501,0.9449999928474426
36,3.9862864990241897,0.9484999775886536
37,4.239337294692778,0.9508333206176758
38,4.0249968432682826,0.950333297252655
39,4.290087023986947,0.9519999623298645
40,4.060727381269518,0.9539999961853027
41,4.239502698331904,0.9548333287239075
42,4.189518962586389,0.9553333520889282
43,4.40379588616084,0.9551666378974915
44,4.656893524138013,0.9555000066757202
45,4.5224117803883415,0.9564999938011169
46,4.740687128305109,0.9538333415985107
47,4.942464356401911,0.9558333158493042
48,5.258733946913187,0.9543333053588867
49,5.306550596466556,0.9548333287239075
50,5.383383609353492,0.9546666741371155
51,5.366119495884671,0.9548333287239075
52,5.59098541955971,0.9541666507720947
53,5.665256399273842,0.9543333053588867
54,5.721471652903072,0.9546666741371155
55,5.8739231513915815,0.9551666378974915
56,5.652866906280382,0.9556666612625122
57,5.940916269114407,0.9546666741371155
58,5.941287397047651,0.9546666741371155
59,6.034355429613841,0.9553333520889282
60,6.003003207920652,0.9553333520889282
61,6.148931189711392,0.9545000195503235
62,6.166908283227828,0.9543333053588867
63,6.377471165426135,0.9551666378974915
64,6.484580766321416,0.9539999961853027
65,6.478273262981924,0.9541666507720947
66,6.5625639315081825,0.953166663646698
67,7.002157269457831,0.9539999961853027
68,7.350181211216312,0.953499972820282
69,7.433573940016231,0.9541666507720947
70,7.504971052859025,0.95333331823349
71,7.57654500779868,0.95333331823349
72,7.7644304281785725,0.953000009059906
73,7.875020352771519,0.9516666531562805
74,7.985468348868169,0.9519999623298645
75,8.123309890480494,0.9514999985694885
76,8.122239646281061,0.9524999856948853
77,8.542912049443101,0.9509999752044678
78,8.67055532553051,0.9508333206176758
79,8.713801313832837,0.9496666789054871
80,8.795283411436802,0.949833333492279
81,8.943583282628067,0.9493333101272583
82,8.989179763894084,0.9496666789054871
83,9.256462749649206,0.9491666555404663
84,9.317730945708181,0.9488333463668823
85,9.357192244163654,0.9491666555404663
86,9.416192805430153,0.9484999775886536
87,10.157590258440631,0.949999988079071
88,10.62031928615384,0.9480000138282776
89,10.74008435907415,0.9476666450500488
90,10.825072401332836,0.9474999904632568
91,10.93429954513931,0.9478332996368408
92,11.134767201162203,0.9459999799728394
93,11.282922475152683,0.9461666345596313
94,11.392396199744379,0.9453333020210266
95,11.556887666513914,0.9456666707992554
96,11.661326396408452,0.9456666707992554
97,12.213503892468369,0.9444999694824219
98,12.4203088205113,0.9438333511352539
99,12.515326167864302,0.9440000057220459
100,12.62352161961461,0.9433333277702332
101,12.802940714503308,0.9440000057220459
102,12.860812057440466,0.9438333511352539
103,13.175282228427218,0.9444999694824219
104,13.245262185977126,0.9446666836738586
105,13.280394189156004,0.9444999694824219
106,13.391262602712851,0.9443333148956299
107,14.433105578669108,0.9426666498184204
108,15.136852185471389,0.9411666393280029
109,15.25011547558025,0.9411666393280029
110,15.393801928908923,0.940666675567627
111,15.423532378850965,0.9404999613761902
112,15.697269834958686,0.9391666650772095
113,15.855265416881533,0.9391666650772095
114,15.938767397347297,0.9390000104904175
115,16.152208633154686,0.937999963760376
116,16.313768834575505,0.937833309173584
117,16.97009631008919,0.9388332962989807
118,17.246660826390123,0.9384999871253967
119,17.409891669676888,0.9366666674613953
120,17.503061199417797,0.9365000128746033
121,17.71225465828001,0.937999963760376
122,17.78221627575237,0.937833309173584
123,18.14221753373864,0.9375
124,18.23197305314762,0.937333345413208
125,18.251877267333338,0.9371666312217712
126,18.41503109319866,0.9368333220481873
127,19.67689092316919,0.9369999766349792
128,20.69653842987325,0.9358333349227905
129,20.792312805828093,0.9359999895095825
130,21.069561685589722,0.9354999661445618
131,21.083115426906993,0.9356666803359985
132,21.40152640242361,0.9340000152587891
133,21.576722795327164,0.9333333373069763
134,21.62561915365885,0.9333333373069763
135,21.88909516173202,0.9328333139419556
136,22.072039348391392,0.9331666827201843
137,22.802925517422697,0.9331666827201843
138,23.141775902163058,0.9329999685287476
139,23.362256047852377,0.9329999685287476
140,23.430095159866777,0.9323333501815796
141,23.659578521635122,0.9326666593551636
142,23.735511941546587,0.9331666827201843
143,24.133832080981993,0.9329999685287476
144,24.25139318631947,0.9328333139419556
145,24.259898279047224,0.9326666593551636
146,24.469251426809972,0.9326666593551636
147,25.902326508909926,0.9321666359901428
148,27.22758113652276,0.9311666488647461
149,27.2758866973573,0.9309999942779541
150,27.672448320861697,0.9296666383743286
151,27.660182601942825,0.9296666383743286
152,28.01644464790026,0.9288333058357239
153,28.180507860717928,0.9275000095367432
154,28.213305781391096,0.9271666407585144
155,28.519781275398987,0.9278333187103271
156,28.7025409098084,0.9276666641235352
157,29.4929544263964,0.9291666746139526
158,29.88074765689647,0.9294999837875366
159,30.129298725319906,0.9291666746139526
160,30.18230708528489,0.9298333525657654
161,30.421753373632033,0.9296666383743286
162,30.501848720860757,0.9303333163261414
163,30.923909072639635,0.9306666851043701
164,31.054529921234185,0.9304999709129333
165,31.053217639454385,0.9308333396911621
166,31.294003483210776,0.9313333034515381
167,32.87043839754676,0.9291666746139526
168,34.433114129188134,0.9276666641235352
169,34.573485139667696,0.9273332953453064
170,34.98491463807464,0.9268333315849304
171,34.984820591201185,0.9268333315849304
172,35.41513782365017,0.9256666302680969
173,35.579021660708186,0.9256666302680969
174,35.601528171249726,0.9253333210945129
175,35.9444380278434,0.9254999756813049
176,36.15076666147202,0.925166666507721
177,36.980686711121976,0.9264999628067017
178,37.34876423891775,0.9268333315849304
179,37.651098936916476,0.9264999628067017
