model,d,data_degree,seed,r2,rmse,degree,time,params,rank
tt,4,1,47,1.0,3.947886597907824e-11,1,0.10496020317077637,120,24
poly,4,1,47,1.0,1.797546735911271e-15,1,0.023337602615356445,5,-1
tt,4,1,48,1.0,8.161718361880459e-13,1,0.07884979248046875,20,4
tt,4,1,48,1.0,4.099134274472148e-13,1,0.08003783226013184,40,8
tt,4,1,48,1.0,1.328706566937631e-13,1,0.10551691055297852,120,24
poly,4,1,48,1.0,2.2342807379225457e-17,1,0.02348470687866211,5,-1
tt,4,1,49,1.0,9.28560152665041e-14,1,0.07998847961425781,20,4
tt,4,1,49,1.0,4.7440030139978564e-14,1,0.07947397232055664,40,8
tt,4,1,49,1.0,1.58899944711477e-14,1,0.1050879955291748,120,24
poly,4,1,49,1.0,3.0106324585994267e-18,1,0.023433446884155273,5,-1
tt,4,1,50,1.0,8.591752119729546e-11,1,0.08404850959777832,20,4
tt,4,1,50,1.0,4.2942968656949385e-11,1,0.07953166961669922,40,8
tt,4,1,50,1.0,1.4282139378744756e-11,1,0.10445594787597656,120,24
poly,4,1,50,1.0,3.4527186389423526e-15,1,0.0236358642578125,5,-1
tt,4,1,51,1.0,1.0168303800450295e-11,1,0.07841038703918457,20,4
tt,4,1,51,1.0,5.071250139932406e-12,1,0.08073043823242188,40,8
tt,4,1,51,1.0,1.702690713959004e-12,1,0.10619878768920898,120,24
poly,4,1,51,1.0,7.364386412590295e-17,1,0.023663043975830078,5,-1
tt,4,2,42,0.9998439064812575,0.015336978569585283,6,0.13883733749389648,420,4
tt,4,2,42,0.9999982666423334,0.001616186475370306,7,0.15209221839904785,1960,8
tt,4,2,42,0.999999999998225,1.6355158031404439e-06,5,0.17532086372375488,11640,24
poly,4,2,42,1.0,2.2051164639951143e-15,3,0.04348874092102051,35,-1
tt,4,2,43,0.9959944085610116,0.07351338556836297,1,0.08396100997924805,20,4
tt,4,2,43,0.9999999404019373,0.0002835627440797636,2,0.09256315231323242,360,8
tt,4,2,43,0.9999999999999651,2.168301361277488e-07,4,0.1528027057647705,8760,24
poly,4,2,43,1.0,1.4938833625388036e-15,3,0.041770219802856445,35,-1
tt,4,2,44,0.9990009634457454,0.03251047584860746,5,0.12581515312194824,340,4
tt,4,2,44,0.9999997270784247,0.000537342969891415,3,0.10346293449401855,680,8
tt,4,2,44,0.9999999999830982,4.228625236797744e-06,6,0.18210077285766602,14520,24
poly,4,2,44,1.0,4.813566506048458e-15,2,0.02919745445251465,15,-1
tt,4,2,45,0.9999750848500315,0.0025578632919447926,3,0.10277605056762695,180,4
tt,4,2,45,0.9999992737627431,0.0004367016562746547,3,0.10466933250427246,680,8
tt,4,2,45,0.9999999999999737,8.318941911199482e-08,13,0.24703192710876465,34680,24
poly,4,2,45,1.0,6.266223069551216e-16,3,0.04015398025512695,35,-1
tt,4,2,46,0.9999896451351827,0.015799181188571272,5,0.12674689292907715,340,4
tt,4,2,46,0.999997750916325,0.007363175798720803,8,0.1630704402923584,2280,8
tt,4,2,46,0.9999999999988433,5.280577918142847e-06,4,0.150803804397583,8760,24
poly,4,2,46,1.0,5.724377096416309e-15,3,0.03999924659729004,35,-1
tt,4,2,47,0.9999769820691109,0.0021035313180574,15,0.1853325366973877,1080,4
tt,4,2,47,0.9999988746923142,0.00046510550941197506,6,0.1407027244567871,1640,8
tt,4,2,47,0.999999999991613,1.2697516873168827e-06,5,0.17708444595336914,11640,24
poly,4,2,47,1.0,5.396221941643394e-16,3,0.04362821578979492,35,-1
tt,4,2,48,0.9950882569761085,0.0034631384329423926,1,0.07921266555786133,20,4
tt,4,2,48,0.9999956138625478,0.0001034887526148702,2,0.0914764404296875,360,8
tt,4,2,48,0.9999999999999993,1.3014606051838453e-09,3,0.1356818675994873,5880,24
poly,4,2,48,1.0,5.885141685036526e-17,2,0.030466079711914062,15,-1
tt,4,2,49,0.9999426708177287,0.02407914199673059,3,0.10241556167602539,180,4
tt,4,2,49,0.9999999510611367,0.0007035258721968169,7,0.15170764923095703,1960,8
tt,4,2,49,0.9999999999993348,2.5938536200088597e-06,4,0.15297150611877441,8760,24
poly,4,2,49,1.0,4.349717226535622e-15,2,0.030455350875854492,15,-1
tt,4,2,50,0.9999999962296288,8.370499124001323e-05,6,0.1430654525756836,420,4
tt,4,2,50,0.9999999999137683,1.2658804484936184e-05,4,0.11664843559265137,1000,8
tt,4,2,50,0.9999999999999998,2.1467387032467657e-08,15,0.2476503849029541,37680,24
poly,4,2,50,1.0,3.7142427910012906e-15,3,0.04072880744934082,35,-1
tt,4,2,51,0.9985838699335359,0.06392958415122554,2,0.09105134010314941,100,4
tt,4,2,51,0.9999999820649715,0.00022751044678538207,3,0.10410451889038086,680,8
tt,4,2,51,0.9999999999999934,1.380060191581695e-07,5,0.16892027854919434,11640,24
poly,4,2,51,1.0,8.950808118250308e-14,2,0.029845714569091797,15,-1
tt,4,3,42,0.9999554098054257,0.04724898478370055,15,0.18508172035217285,1080,4
tt,4,3,42,0.9999850107363564,0.027394472799171524,14,0.1913306713104248,4200,8
tt,4,3,42,0.999997553100548,0.011068298410890364,12,0.2456340789794922,31800,24
poly,4,3,42,1.0,1.0215519146371232e-14,4,0.0571751594543457,70,-1
tt,4,3,43,0.99958109988547,0.09105864851920827,13,0.18398118019104004,980,4
tt,4,3,43,0.9999893256442327,0.014535728327357611,2,0.09326028823852539,360,8
tt,4,3,43,0.999996314735706,0.008540833988618476,4,0.14989280700683594,8760,24
poly,4,3,43,1.0,7.39442540449755e-15,4,0.0548243522644043,70,-1
tt,4,3,44,0.9998361373002459,0.03510498063025902,3,0.10332703590393066,180,4
tt,4,3,44,0.9999362846668749,0.021890247093439032,3,0.10918951034545898,680,8
tt,4,3,44,0.9999820953057709,0.011604118072656893,3,0.13421154022216797,5880,24
poly,4,3,44,1.0,7.339115270081406e-15,5,0.07456421852111816,126,-1
tt,4,3,45,0.9999624775491128,0.008350813674460708,3,0.10315656661987305,180,4
tt,4,3,45,0.9999974060121737,0.00219567047293153,3,0.10415220260620117,680,8
tt,4,3,45,0.9999991901559627,0.0012268285929076179,7,0.19885659217834473,17400,24
poly,4,3,45,1.0,2.2212452659949145e-15,4,0.05512428283691406,70,-1
tt,4,3,46,0.9998130921904718,0.09631431578373015,15,0.18547487258911133,1080,4
tt,4,3,46,0.9999569536458708,0.04622163534227406,3,0.10373497009277344,680,8
tt,4,3,46,0.9999983860299642,0.008950037472353678,14,0.24841928482055664,37560,24
poly,4,3,46,1.0,2.297571826229933e-14,4,0.05697774887084961,70,-1
tt,4,3,47,0.9999382804602223,0.06516111243539285,5,0.12602853775024414,340,4
tt,4,3,47,0.9999734121865118,0.04276795281687031,3,0.10548281669616699,680,8
tt,4,3,47,0.9999938589334426,0.020554127806571135,3,0.14016056060791016,5880,24
poly,4,3,47,1.0,2.171402789919406e-14,3,0.0440058708190918,35,-1
tt,4,3,48,0.9999039062131061,0.007871988490121407,15,0.18624114990234375,1080,4
tt,4,3,48,0.9999176742925341,0.007286257777732647,5,0.1284019947052002,1320,8
tt,4,3,48,0.9999753118444513,0.00399007554784978,15,0.2528848648071289,37680,24
poly,4,3,48,1.0,1.6297021426711805e-15,4,0.05728268623352051,70,-1
tt,4,3,49,0.9998793901960369,0.0130971221191283,3,0.10355234146118164,180,4
tt,4,3,49,0.9999927505533478,0.0032109755623146554,6,0.14010095596313477,1640,8
tt,4,3,49,0.9999961441338865,0.0023417770416607644,2,0.11662125587463379,3000,24
poly,4,3,49,1.0,9.351874533770928e-16,3,0.03915762901306152,35,-1
tt,4,3,50,0.9997539616026417,0.1097937182309326,10,0.18434381484985352,740,4
tt,4,3,50,0.9999970222519645,0.012078695184626415,2,0.09211540222167969,360,8
tt,4,3,50,0.9999997045387354,0.0038047517405573332,15,0.24008631706237793,37680,24
poly,4,3,50,1.0,1.5027600908309665e-14,3,0.03936290740966797,35,-1
tt,4,3,51,0.9945720368388138,0.2122190885839953,4,0.11827754974365234,260,4
tt,4,3,51,0.9999585617445849,0.018542433526686636,8,0.1624760627746582,2280,8
tt,4,3,51,0.9999903588108244,0.008943989929306844,6,0.1803569793701172,14520,24
poly,4,3,51,1.0,7.84980910778241e-15,5,0.07270145416259766,126,-1
tt,4,4,42,0.9999302618160867,0.03328378726384834,3,0.10281896591186523,180,4
tt,4,4,42,0.9999760958231074,0.019486521353907264,3,0.10470247268676758,680,8
tt,4,4,42,0.9999978517091492,0.005841763356466884,3,0.13350391387939453,5880,24
poly,4,4,42,1.0,5.689330009041699e-15,4,0.05775165557861328,70,-1
tt,4,4,43,0.9986832614579393,0.191271789871504,7,0.15010380744934082,500,4
tt,4,4,43,0.9999441047832445,0.03940836983773226,10,0.191817045211792,2920,8
tt,4,4,43,0.9999770236628366,0.025266294025417236,2,0.12290692329406738,3000,24
poly,4,4,43,1.0,1.5959258840776337e-14,4,0.059618473052978516,70,-1
tt,4,4,44,0.9995743684021234,0.1272773229561768,12,0.18399381637573242,900,4
tt,4,4,44,0.9997163053342524,0.10391056024550374,14,0.18714261054992676,4200,8
tt,4,4,44,0.9999919524060004,0.017501171897491757,15,0.252288818359375,37680,24
poly,4,4,44,1.0,2.0801131004589727e-14,5,0.07463502883911133,126,-1
tt,4,4,45,0.9975844224969135,0.13072755413271778,7,0.15378093719482422,500,4
tt,4,4,45,0.999698924193252,0.04615243050255278,14,0.18869709968566895,4200,8
tt,4,4,45,0.9999522914513838,0.018371928644762864,6,0.18154430389404297,14520,24
poly,4,4,45,1.0,7.376308741673292e-15,4,0.0541834831237793,70,-1
tt,4,4,46,0.9999222323934831,0.07788352084697195,7,0.15032958984375,500,4
tt,4,4,46,0.9999596883638824,0.05607398517133312,9,0.17478418350219727,2600,8
tt,4,4,46,0.9999837814976279,0.03556735619301941,6,0.1811988353729248,14520,24
poly,4,4,46,1.0,1.2905693940456807e-14,4,0.054349660873413086,70,-1
tt,4,4,47,0.9998453313956717,0.11493608264094805,13,0.19077014923095703,980,4
tt,4,4,47,0.9999405009339604,0.07128700714261581,4,0.11627030372619629,1000,8
tt,4,4,47,0.9999969430042309,0.01615856265373354,15,0.24242830276489258,37680,24
poly,4,4,47,1.0,8.448253030110797e-15,4,0.05179429054260254,70,-1
tt,4,4,48,0.9997092527139504,0.06518466559586154,13,0.1835920810699463,980,4
tt,4,4,48,0.9998668349663491,0.04411463687259602,2,0.09181451797485352,360,8
tt,4,4,48,0.9999899655627137,0.012109720476826976,11,0.2361435890197754,28920,24
poly,4,4,48,1.0,6.298180829265968e-15,4,0.05183815956115723,70,-1
tt,4,4,49,0.9997114794494373,0.13882016759887228,3,0.10747766494750977,180,4
tt,4,4,49,0.9999114954524223,0.07688594939706149,3,0.10481715202331543,680,8
tt,4,4,49,0.9999947649499883,0.018699267988440012,14,0.23903703689575195,37560,24
poly,4,4,49,1.0,1.9488180885080167e-14,5,0.07049107551574707,126,-1
tt,4,4,50,0.9750196311680225,0.8256778530860398,1,0.07956790924072266,20,4
tt,4,4,50,0.9750196311686965,0.8256778530749003,1,0.07991719245910645,40,8
tt,4,4,50,0.9998904385414699,0.05468146168984337,2,0.11556029319763184,3000,24
poly,4,4,50,1.0,1.4125944744590596e-14,4,0.051958322525024414,70,-1
tt,4,4,51,0.9997915206742505,0.17496484425869285,11,0.18394780158996582,820,4
tt,4,4,51,0.9998223869478485,0.16149412818594724,3,0.10848617553710938,680,8
tt,4,4,51,0.9999781379247313,0.05665848924633006,14,0.2490396499633789,37560,24
poly,4,4,51,1.0,1.935370155943391e-14,4,0.052193403244018555,70,-1
tt,4,5,42,0.9995973668343483,0.12813986370815178,4,0.11533784866333008,260,4
tt,4,5,42,0.9998946821953613,0.06553606837006103,6,0.1392209529876709,1640,8
tt,4,5,42,0.9998014048550383,0.08999405034358068,2,0.1154336929321289,3000,24
poly,4,5,42,1.0,1.1554378570740322e-14,5,0.07137036323547363,126,-1
tt,4,5,43,0.9998959153126994,0.07749262918874493,14,0.18384504318237305,1060,4
tt,4,5,43,0.9999304035027836,0.06336663807286536,4,0.12159371376037598,1000,8
tt,4,5,43,0.9999888574707909,0.02535472273442028,15,0.23884940147399902,37680,24
poly,4,5,43,1.0,1.658365081424699e-14,5,0.0711216926574707,126,-1
tt,4,5,44,0.9977505021812754,0.4667613008506787,10,0.18526387214660645,740,4
tt,4,5,44,0.9995600258480827,0.20642658825608018,6,0.13929295539855957,1640,8
tt,4,5,44,0.9999754630092735,0.04874866228930197,10,0.23857951164245605,26040,24
poly,4,5,44,1.0,2.492121656815497e-14,5,0.07134652137756348,126,-1
tt,4,5,45,0.9994476696865151,0.13798900711418563,7,0.15385031700134277,500,4
tt,4,5,45,0.9998897840350631,0.06164066334812074,2,0.09167003631591797,360,8
tt,4,5,45,0.9998884655243715,0.06200827001718291,2,0.1177668571472168,3000,24
poly,4,5,45,1.0,6.948257867949773e-15,5,0.07031393051147461,126,-1
tt,4,5,46,0.9987967417814513,0.20193521815587223,2,0.09158158302307129,100,4
tt,4,5,46,0.9997805328559686,0.08624171923590117,2,0.09136319160461426,360,8
tt,4,5,46,0.9999707037061699,0.03150931710889322,11,0.23731040954589844,28920,24
poly,4,5,46,1.0,2.1827660048766657e-14,5,0.06955218315124512,126,-1
tt,4,5,47,0.9945726373631035,0.2720085215419199,10,0.18299436569213867,740,4
tt,4,5,47,0.9995026327432278,0.0823429999088876,3,0.10964035987854004,680,8
tt,4,5,47,0.9999568883421445,0.02424294920955718,15,0.23754358291625977,37680,24
poly,4,5,47,1.0,1.1440827529497226e-14,5,0.07024312019348145,126,-1
tt,4,5,48,0.9991312394225186,0.22920198865357655,3,0.10387372970581055,180,4
tt,4,5,48,0.999586488407484,0.15812923626449255,2,0.09125423431396484,360,8
tt,4,5,48,0.9999771590858579,0.03716422403352518,6,0.18103766441345215,14520,24
poly,4,5,48,1.0,8.8538514711747e-15,5,0.07428836822509766,126,-1
tt,4,5,49,0.9997301278612024,0.056390079091097486,3,0.10329651832580566,180,4
tt,4,5,49,0.9996458794393589,0.06459505164599093,3,0.10378766059875488,680,8
tt,4,5,49,0.9998222557703731,0.04576373198428616,3,0.13601183891296387,5880,24
poly,4,5,49,1.0,1.5989283836609018e-14,5,0.07066726684570312,126,-1
tt,4,5,50,0.9983899730330098,0.23090741875740492,2,0.09067630767822266,100,4
tt,4,5,50,0.9998132858056923,0.0786339295011033,9,0.17311859130859375,2600,8
tt,4,5,50,0.9998424232925324,0.07223826758559367,4,0.14468884468078613,8760,24
poly,4,5,50,1.0,4.022916867627712e-14,5,0.06823420524597168,126,-1
tt,4,5,51,0.9422093739755529,2.351990625563249,1,0.0782618522644043,20,4
tt,4,5,51,0.9994448476143031,0.23052232553285992,5,0.12756896018981934,1320,8
tt,4,5,51,0.9999030730509336,0.09632281325019708,5,0.1603684425354004,11640,24
poly,4,5,51,1.0,4.440082005894675e-14,5,0.0679771900177002,126,-1
tt,4,6,42,0.9996931326438101,0.20657130066171314,3,0.10788464546203613,180,4
tt,4,6,42,0.9997122399713071,0.2000367879059799,4,0.11584949493408203,1000,8
tt,4,6,42,0.9996317178862443,0.22630020727799205,2,0.11432099342346191,3000,24
poly,4,6,42,1.0,9.175903607112946e-14,6,0.09370660781860352,210,-1
tt,4,6,43,0.9955405084687569,0.34571019330378744,3,0.1027369499206543,180,4
tt,4,6,43,0.9994118170876904,0.12555260120671308,5,0.1275310516357422,1320,8
tt,4,6,43,0.9998606918640238,0.061102327519078514,15,0.2351541519165039,37680,24
poly,4,6,43,1.0,2.3724296876528253e-14,6,0.09000277519226074,210,-1
tt,4,6,44,0.9986989049078334,0.2210277598536885,3,0.10730648040771484,180,4
tt,4,6,44,0.9996984943638836,0.106399606106912,3,0.10314464569091797,680,8
tt,4,6,44,0.9996836326329468,0.10899037398480582,3,0.12884783744812012,5880,24
poly,4,6,44,1.0,2.0596816514887863e-14,6,0.09025907516479492,210,-1
tt,4,6,45,0.9983929324480295,0.30091241208711866,2,0.09025096893310547,100,4
tt,4,6,45,0.9989894312336737,0.23861952202153616,2,0.09204840660095215,360,8
tt,4,6,45,0.9999428244127632,0.05675816584528999,15,0.2348313331604004,37680,24
poly,4,6,45,1.0,1.8620666944614685e-14,6,0.08952856063842773,210,-1
tt,4,6,46,0.9989013496018513,0.23302529494598198,3,0.10339498519897461,180,4
tt,4,6,46,0.9998920365052141,0.07304857944535345,13,0.19048523902893066,3880,8
tt,4,6,46,0.9999382972666923,0.05522370100967119,5,0.16034197807312012,11640,24
poly,4,6,46,1.0,4.153512037439006e-14,6,0.09054970741271973,210,-1
tt,4,6,47,0.9998657810359566,0.1786975490599217,11,0.18281936645507812,820,4
tt,4,6,47,0.9998336299619527,0.19895241383792642,5,0.12641477584838867,1320,8
tt,4,6,47,0.99990927172077,0.14692070097727217,3,0.12629485130310059,5880,24
poly,4,6,47,1.0,9.164128351655442e-14,6,0.08447456359863281,210,-1
tt,4,6,48,0.9409220326277893,1.1863322652022774,1,0.07965826988220215,20,4
tt,4,6,48,0.999265880375635,0.13224430751409444,3,0.10888075828552246,680,8
tt,4,6,48,0.9998023489243406,0.0686188066633541,14,0.22792434692382812,37560,24
poly,4,6,48,1.0,2.3449749282052466e-14,6,0.08357357978820801,210,-1
tt,4,6,49,0.9982190063395486,0.2636985095504389,11,0.18263721466064453,820,4
tt,4,6,49,0.9972488138928737,0.3277453005714056,2,0.09268617630004883,360,8
tt,4,6,49,0.9998017771849399,0.08797379118674596,3,0.12618446350097656,5880,24
poly,4,6,49,1.0,1.3927004411331268e-14,6,0.08397030830383301,210,-1
tt,4,6,50,0.9832030905245068,0.34656455099025857,3,0.10254240036010742,180,4
tt,4,6,50,0.9971780161680754,0.14205178906493338,4,0.12009000778198242,1000,8
tt,4,6,50,0.9975570727313386,0.1321675123542952,3,0.13068270683288574,5880,24
poly,4,6,50,1.0,3.5049426844463206e-14,6,0.09474611282348633,210,-1
tt,4,6,51,0.9995893435500719,0.3921752718626523,14,0.18471169471740723,1060,4
tt,4,6,51,0.999912985961457,0.18052424818285373,2,0.09123730659484863,360,8
tt,4,6,51,0.9999121071981839,0.1814335242392103,2,0.11471080780029297,3000,24
poly,4,6,51,1.0,6.752728563368023e-14,6,0.09080147743225098,210,-1
tt,4,7,42,0.9967567234359985,0.1797259272611491,5,0.12708616256713867,340,4
tt,4,7,42,0.9964405848641932,0.18828167899444984,4,0.11527037620544434,1000,8
tt,4,7,42,0.999250816725131,0.08637991606807294,15,0.2385551929473877,37680,24
poly,4,7,42,1.0,2.2347351300755835e-13,7,0.11998629570007324,330,-1
tt,4,7,43,0.9963550325388278,0.21447322440241354,14,0.18340349197387695,1060,4
tt,4,7,43,0.9976706641834233,0.17145190127501858,3,0.10480976104736328,680,8
tt,4,7,43,0.9995323366680815,0.07682329191388475,12,0.23417949676513672,31800,24
poly,4,7,43,1.0,3.1202080516540837e-13,7,0.11571002006530762,330,-1
tt,4,7,44,0.9990265846400234,0.4254892151756461,7,0.15590810775756836,500,4
tt,4,7,44,0.9993186928725671,0.35596797273588254,12,0.1865227222442627,3560,8
tt,4,7,44,0.9997876850520344,0.19871458538020895,7,0.19086313247680664,17400,24
poly,4,7,44,1.0,4.1494430399019387e-13,7,0.11376023292541504,330,-1
tt,4,7,45,0.9960869095202193,0.9954744632635999,13,0.18564128875732422,980,4
tt,4,7,45,0.9989443065190352,0.5170578054014972,3,0.10368895530700684,680,8
tt,4,7,45,0.9999338562118474,0.1294239679882559,9,0.22043967247009277,23160,24
poly,4,7,45,1.0,2.687939124009937e-13,7,0.11599612236022949,330,-1
tt,4,7,46,0.9945712874780881,0.5142189642669496,2,0.09617042541503906,100,4
tt,4,7,46,0.9989681545566902,0.2241852279088924,5,0.12608098983764648,1320,8
tt,4,7,46,0.9997902915600115,0.10106659213741351,6,0.169755220413208,14520,24
poly,4,7,46,1.0,5.911789006590973e-13,7,0.10936760902404785,330,-1
tt,4,7,47,0.9980425755568786,0.636997513814878,5,0.12536072731018066,340,4
tt,4,7,47,0.9998139531495726,0.1963841325938094,5,0.12804865837097168,1320,8
tt,4,7,47,0.999936117339544,0.11507652288607388,8,0.20053958892822266,20280,24
poly,4,7,47,1.0,5.315218722418632e-13,7,0.10751152038574219,330,-1
tt,4,7,48,0.9505025245860002,1.281689484678788,1,0.08429670333862305,20,4
tt,4,7,48,0.998737202933014,0.2047189659454154,3,0.10327506065368652,680,8
tt,4,7,48,0.9997849816293648,0.08447517112878761,5,0.1573498249053955,11640,24
poly,4,7,48,1.0,1.3015021505183775e-13,7,0.10934329032897949,330,-1
tt,4,7,49,0.9908781798179527,1.1599331616508957,2,0.09152007102966309,100,4
tt,4,7,49,0.9993891675774128,0.30016030080466677,7,0.15016698837280273,1960,8
tt,4,7,49,0.9998281529374364,0.15920740656477247,8,0.20887207984924316,20280,24
poly,4,7,49,1.0,1.8006025229684606e-13,7,0.11609697341918945,330,-1
tt,4,7,50,0.9984085137238907,0.23365304945629625,14,0.18864870071411133,1060,4
tt,4,7,50,0.9991292120712837,0.17283281538902986,15,0.18510913848876953,4240,8
tt,4,7,50,0.9997232807417814,0.09742932571764631,11,0.23502302169799805,28920,24
poly,4,7,50,1.0,3.5624929195591434e-13,7,0.11743545532226562,330,-1
tt,4,7,51,0.9949289190905702,0.5084620532748304,3,0.10194659233093262,180,4
tt,4,7,51,0.9987735304856045,0.25005564077293585,2,0.0923306941986084,360,8
tt,4,7,51,0.9998680135957185,0.08203003101343527,15,0.23364830017089844,37680,24
poly,4,7,51,1.0,5.703419917705767e-13,7,0.11200761795043945,330,-1
tt,4,10,42,0.993984931114039,0.9535632077664336,2,0.09572410583496094,100,4
tt,4,10,42,0.9967932743830707,0.6962417848226657,15,0.18854713439941406,4240,8
tt,4,10,42,0.9985404778965106,0.46971509973199477,6,0.17476272583007812,14520,24
poly,4,10,42,1.0,5.947362380496469e-08,11,0.24763083457946777,1365,-1
tt,4,10,43,0.9600238169876786,1.5350261513437877,5,0.1267988681793213,340,4
tt,4,10,43,0.9871211322757492,0.8712724019258371,4,0.11588311195373535,1000,8
tt,4,10,43,0.9950723348024986,0.5389341609577519,10,0.22553277015686035,26040,24
poly,4,10,43,1.0,1.4635415133757198e-08,11,0.2259383201599121,1365,-1
tt,4,10,44,0.9891933462837003,1.0733545901586308,15,0.18906140327453613,1080,4
tt,4,10,44,0.995485005869631,0.6937870596534776,3,0.10274386405944824,680,8
tt,4,10,44,0.999615976091428,0.20233766410817758,12,0.22274255752563477,31800,24
poly,4,10,44,1.0,3.460972318044489e-08,12,0.21768975257873535,1820,-1
tt,4,10,45,0.9960843948743324,1.138433735227174,5,0.12558746337890625,340,4
tt,4,10,45,0.9964224901900273,1.0881749627076687,8,0.16285085678100586,2280,8
tt,4,10,45,0.9992259918577922,0.5061521397876465,5,0.17760992050170898,11640,24
poly,4,10,45,1.0,7.847286567819522e-09,10,0.21549034118652344,1001,-1
tt,4,10,46,0.997474534003137,0.7017010940472002,15,0.1863398551940918,1080,4
tt,4,10,46,0.992669000634025,1.195536891210704,2,0.09149312973022461,360,8
tt,4,10,46,0.9926676314928238,1.1956485255401774,2,0.10948777198791504,3000,24
poly,4,10,46,1.0,4.121905574213564e-08,11,0.21549463272094727,1365,-1
tt,4,10,47,0.993398264127042,1.0507907689363098,2,0.09652829170227051,100,4
tt,4,10,47,0.998419591217292,0.5141287541945043,4,0.11474132537841797,1000,8
tt,4,10,47,0.9996787154721505,0.23180995483878808,12,0.2233591079711914,31800,24
poly,4,10,47,1.0,1.575680822541804e-08,11,0.21574044227600098,1365,-1
tt,4,10,48,0.9929037614732424,1.7765455884440473,2,0.09201860427856445,100,4
tt,4,10,48,0.999367015915044,0.5305894975782701,8,0.1607503890991211,2280,8
tt,4,10,48,0.9992967204785028,0.5592760730908225,5,0.15221428871154785,11640,24
poly,4,10,48,1.0,5.242963672212502e-09,11,0.21711325645446777,1365,-1
tt,4,10,49,0.9938238240819126,0.9093484786278248,3,0.10740041732788086,180,4
tt,4,10,49,0.9977669528043331,0.5467886193220124,10,0.1848611831665039,2920,8
tt,4,10,49,0.99903354564922,0.35971718692843424,12,0.22463583946228027,31800,24
poly,4,10,49,1.0,1.1315565428100386e-08,11,0.23117399215698242,1365,-1
tt,4,10,50,0.9920455365960683,0.6421985940926476,14,0.1853039264678955,1060,4
tt,4,10,50,0.996706947542447,0.4132027763237083,8,0.16280245780944824,2280,8
tt,4,10,50,0.9990463513330725,0.22236073936201425,15,0.2322828769683838,37680,24
poly,4,10,50,0.9999999999999996,1.4491617971077122e-07,11,0.22553443908691406,1365,-1
tt,4,10,51,0.989587935264128,1.1749430320880339,4,0.11555051803588867,260,4
tt,4,10,51,0.9939936395358223,0.892388728878047,3,0.10341691970825195,680,8
tt,4,10,51,0.9972417953833169,0.6047301486463973,4,0.14036774635314941,8760,24
poly,4,10,51,0.999999999999977,1.7438668730498216e-06,11,0.22581100463867188,1365,-1
tt,8,1,42,1.0,1.5277529166218134e-10,1,0.08426427841186523,36,4
tt,8,1,42,1.0,7.644607143446729e-11,1,0.08083367347717285,72,8
tt,8,1,42,1.0,2.5395375739450115e-11,1,0.13334298133850098,216,24
poly,8,1,42,1.0,3.683960235049001e-15,1,0.07599329948425293,9,-1
tt,8,1,43,0.9999999999999996,1.477144946664778e-11,2,0.09080243110656738,180,4
tt,8,1,43,1.0,3.972692145777496e-12,1,0.08174300193786621,72,8
tt,8,1,43,1.0,1.5355632826168338e-12,2,0.15752148628234863,5400,24
poly,8,1,43,1.0,1.1770458635050727e-16,1,0.07779121398925781,9,-1
tt,8,1,44,1.0,1.6383614601986827e-10,1,0.08019256591796875,36,4
tt,8,1,44,1.0,8.187026042816791e-11,1,0.0807032585144043,72,8
tt,8,1,44,1.0,2.7547569445783336e-11,1,0.13709115982055664,216,24
poly,8,1,44,1.0,6.184171463107621e-15,1,0.08077502250671387,9,-1
tt,8,1,45,1.0,1.3123676811233934e-11,1,0.0844886302947998,36,4
tt,8,1,45,1.0,6.54393511913663e-12,1,0.0810995101928711,72,8
tt,8,1,45,1.0,2.2601040557359082e-12,1,0.13668560981750488,216,24
poly,8,1,45,1.0,1.1031841013764275e-15,2,0.15709280967712402,45,-1
tt,8,1,46,1.0,2.980969489013926e-10,2,0.09163427352905273,180,4
tt,8,1,46,1.0,1.1150505652924337e-10,2,0.09233999252319336,648,8
tt,8,1,46,1.0,4.70452815917761e-11,2,0.15774917602539062,5400,24
poly,8,1,46,1.0,2.5057022857183238e-15,1,0.07830548286437988,9,-1
tt,8,1,47,1.0,1.7794566492283456e-10,1,0.0792539119720459,36,4
tt,8,1,47,1.0,8.88866752493807e-11,1,0.08086085319519043,72,8
tt,8,1,47,1.0,2.9717114496893317e-11,1,0.1327972412109375,216,24
poly,8,1,47,1.0,1.766166851082064e-14,1,0.07101249694824219,9,-1
tt,8,1,48,1.0,2.1454784810180442e-11,1,0.0797567367553711,36,4
tt,8,1,48,1.0,1.071640267588398e-11,1,0.08012533187866211,72,8
tt,8,1,48,1.0,3.5908543036768e-12,1,0.12846875190734863,216,24
poly,8,1,48,1.0,9.257955354842825e-16,1,0.07124924659729004,9,-1
tt,8,1,49,1.0,9.055677743952397e-11,1,0.07964897155761719,36,4
tt,8,1,49,1.0,4.5367042583520087e-11,1,0.08123660087585449,72,8
tt,8,1,49,1.0,1.4880609264692947e-11,1,0.1283400058746338,216,24
poly,8,1,49,1.0,2.5582005530672363e-15,1,0.07103633880615234,9,-1
tt,8,1,50,1.0,1.3126666202273398e-10,1,0.08001375198364258,36,4
tt,8,1,50,1.0,6.586065822082646e-11,1,0.08478999137878418,72,8
tt,8,1,50,1.0,2.177041502136647e-11,1,0.12778759002685547,216,24
poly,8,1,50,1.0,9.646124687802288e-15,2,0.14445137977600098,45,-1
