seed,name,N,degree,loss,time,r2,rmse,best_degree,num_params,max_degree
42,Growing TT,6,1,0.05424378327343165,0.22576355934143066,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,2,0.05431263156680712,0.23700571060180664,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,3,0.05494277557405447,0.24617576599121094,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,4,0.05458694159025559,0.2553548812866211,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,5,2.127809495520479e-08,0.2644524574279785,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,6,0.027311518410378374,0.27745795249938965,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,7,0.04062726384967675,0.28615474700927734,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,8,0.04696449976157704,0.2949182987213135,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,9,0.05026661115427006,0.30396127700805664,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Growing TT,6,10,0.052019545291854666,0.31264805793762207,0.9999999999997837,4.625119518437383e-09,5,1176,10
42,Poly.Reg.,6,1,0.05424378327343167,0.01730060577392578,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,2,0.05431263156680794,0.01929926872253418,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,3,0.05494277557459044,0.020596742630004883,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,4,0.05458694159025555,0.02202320098876953,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,5,4.571196599616467e-16,0.023476600646972656,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,6,0.03472901964338787,0.025275230407714844,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,7,0.027169371333884935,0.027076005935668945,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,8,0.03960238165540917,0.028881549835205078,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,9,0.036456037597697485,0.03065013885498047,1.0,2.3450227811970566e-16,5,6,10
42,Poly.Reg.,6,10,0.04212377898139945,0.03231620788574219,1.0,2.3450227811970566e-16,5,6,10
42,CPD,6,2,0.054312631566807955,0.05857229232788086,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,3,0.05494277557459041,0.11699056625366211,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,4,0.054586941590262075,0.20432424545288086,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,5,2.7049494302617773e-11,0.4197123050689697,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,6,0.04716212953013969,2.1467676162719727,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,7,0.04409220368703467,2.4099843502044678,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,8,0.05105055515067013,2.7757439613342285,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,9,0.050736078055350915,3.0564517974853516,1.0,5.835017521104242e-12,5,1000,10
42,CPD,6,10,0.051481709918993035,3.3980824947357178,1.0,5.835017521104242e-12,5,1000,10
42,TT,6,2,0.05431263156680794,0.028245210647583008,1.0,7.492118263553737e-13,5,912,10
42,TT,6,3,0.0549427755745889,0.08703160285949707,1.0,7.492118263553737e-13,5,912,10
42,TT,6,4,0.054586941590257475,0.18792200088500977,1.0,7.492118263553737e-13,5,912,10
