Epoch,Val Accuracy
1,0.111
2,0.6178333333333333
3,0.6281666666666667
4,0.7488333333333334
5,0.7583333333333333
6,0.7898333333333334
7,0.797
8,0.8088333333333333
9,0.8088333333333333
10,0.8155
11,0.8195
12,0.8328333333333333
13,0.8365
14,0.8493333333333334
15,0.8526666666666667
16,0.8556666666666667
17,0.8531666666666666
18,0.8548333333333333
19,0.8565
20,0.8548333333333333
21,0.8545
22,0.8573333333333333
23,0.8598333333333333
24,0.8591666666666666
25,0.8628333333333333
26,0.864
27,0.8661666666666666
28,0.869
29,0.8703333333333333
30,0.867
31,0.8705
32,0.871
33,0.872
34,0.8721666666666666
35,0.8736666666666667
36,0.8728333333333333
37,0.884
38,0.8815
39,0.882
40,0.8816666666666667
41,0.883
42,0.8828333333333334
43,0.8865
44,0.8858333333333334
45,0.8956666666666667
46,0.8923333333333333
47,0.8936666666666667
48,0.8911666666666667
49,0.8948333333333334
50,0.8951666666666667
51,0.907
52,0.9118333333333334
53,0.913
54,0.9128333333333334
55,0.919
56,0.9203333333333333
57,0.9251666666666667
58,0.9261666666666667
59,0.9253333333333333
60,0.9285
61,0.9276666666666666
62,0.9296666666666666
63,0.9261666666666667
64,0.931
65,0.9278333333333333
66,0.9305
67,0.9293333333333333
68,0.9298333333333333
69,0.93
70,0.9341666666666667
71,0.934
72,0.9338333333333333
73,0.9341666666666667
74,0.9361666666666667
75,0.9356666666666666
76,0.9371666666666667
77,0.9381666666666667
78,0.9401666666666667
79,0.9398333333333333
80,0.94
81,0.9396666666666667
82,0.941
83,0.9411666666666667
84,0.9431666666666667
85,0.942
86,0.9425
87,0.9433333333333334
88,0.9425
89,0.9436666666666667
90,0.9431666666666667
91,0.9441666666666667
92,0.943
93,0.9443333333333334
94,0.9431666666666667
95,0.943
96,0.943
97,0.9435
98,0.9428333333333333
99,0.9441666666666667
100,0.9425
101,0.9451666666666667
102,0.9438333333333333
103,0.9445
104,0.9446666666666667
105,0.9453333333333334
106,0.945
107,0.9465
108,0.9468333333333333
109,0.9468333333333333
110,0.947
111,0.9471666666666667
112,0.947
113,0.9478333333333333
114,0.9476666666666667
115,0.9461666666666667
116,0.9496666666666667
117,0.9491666666666667
118,0.9505
119,0.952
120,0.9533333333333334
121,0.9531666666666667
122,0.954
123,0.9533333333333334
124,0.954
125,0.9556666666666667
126,0.958
127,0.9581666666666667
128,0.9586666666666667
129,0.9588333333333333
130,0.9595
131,0.9606666666666667
132,0.9608333333333333
133,0.9606666666666667
134,0.961
135,0.96
136,0.9611666666666666
137,0.9606666666666667
138,0.9603333333333334
139,0.961
140,0.961
141,0.9613333333333334
142,0.9615
143,0.9616666666666667
144,0.9615
145,0.9613333333333334
146,0.9615
147,0.9618333333333333
148,0.9621666666666666
149,0.9633333333333334
150,0.963
151,0.9635
152,0.9633333333333334
153,0.964
154,0.9643333333333334
155,0.9645
156,0.9638333333333333
157,0.9636666666666667
158,0.9641666666666666
159,0.9641666666666666
160,0.964
161,0.9648333333333333
162,0.9646666666666667
163,0.9641666666666666
164,0.9638333333333333
165,0.9646666666666667
166,0.9646666666666667
167,0.9656666666666667
168,0.9646666666666667
169,0.9646666666666667
170,0.9646666666666667
171,0.9648333333333333
172,0.9671666666666666
173,0.967
174,0.9678333333333333
175,0.9673333333333334
176,0.9691666666666666
177,0.969
178,0.9688333333333333
179,0.9683333333333334
180,0.9681666666666666
181,0.9678333333333333
182,0.968
183,0.9673333333333334
184,0.9675
185,0.9676666666666667
186,0.9686666666666667
187,0.9683333333333334
188,0.9676666666666667
189,0.9673333333333334
190,0.9666666666666667
191,0.9658333333333333
192,0.9655
193,0.9655
194,0.9675
195,0.9671666666666666
196,0.9685
197,0.9683333333333334
198,0.9686666666666667
199,0.9683333333333334
200,0.9681666666666666
201,0.9683333333333334
202,0.9686666666666667
203,0.9678333333333333
204,0.9681666666666666
205,0.9673333333333334
206,0.9673333333333334
207,0.9665
208,0.9666666666666667
209,0.9661666666666666
210,0.9666666666666667
211,0.9668333333333333
212,0.967
213,0.9666666666666667
214,0.9668333333333333
215,0.9663333333333334
216,0.9663333333333334
217,0.9673333333333334
218,0.9673333333333334
219,0.9675
220,0.9671666666666666
221,0.9678333333333333
222,0.9678333333333333
223,0.968
224,0.9678333333333333
225,0.9676666666666667
226,0.9676666666666667
227,0.9676666666666667
228,0.969
229,0.968
230,0.9681666666666666
231,0.9681666666666666
232,0.9688333333333333
233,0.9688333333333333
234,0.9686666666666667
235,0.9685
236,0.9685
237,0.9691666666666666
238,0.9686666666666667
239,0.969
240,0.9686666666666667
241,0.9681666666666666
242,0.9688333333333333
243,0.9688333333333333
244,0.9681666666666666
245,0.9686666666666667
246,0.969
247,0.9686666666666667
248,0.969
249,0.9688333333333333
250,0.9693333333333334
251,0.9688333333333333
252,0.9685
253,0.9685
254,0.9685
255,0.9685
256,0.9685
257,0.969
258,0.969
259,0.9691666666666666
260,0.9688333333333333
261,0.969
262,0.9686666666666667
263,0.9686666666666667
264,0.9686666666666667
265,0.9686666666666667
266,0.9686666666666667
267,0.9688333333333333
268,0.9688333333333333
269,0.9673333333333334
270,0.968
271,0.9685
272,0.9681666666666666
273,0.9688333333333333
274,0.9686666666666667
275,0.9683333333333334
276,0.9683333333333334
277,0.9683333333333334
278,0.9685
279,0.9686666666666667
280,0.9683333333333334
281,0.9683333333333334
282,0.9683333333333334
