Epoch,Val Accuracy
1,0.14466666666666667
2,0.6598333333333334
3,0.6608333333333334
4,0.8651666666666666
5,0.87
6,0.8871666666666667
7,0.8886666666666667
8,0.9168333333333333
9,0.9243333333333333
10,0.9423333333333334
11,0.9445
12,0.945
13,0.9498333333333333
14,0.951
15,0.9543333333333334
16,0.9565
17,0.9596666666666667
18,0.9591666666666666
19,0.9638333333333333
20,0.9633333333333334
21,0.9638333333333333
22,0.9636666666666667
23,0.962
24,0.9661666666666666
25,0.9665
26,0.9658333333333333
27,0.9673333333333334
28,0.9686666666666667
29,0.9696666666666667
30,0.9726666666666667
31,0.9726666666666667
32,0.9706666666666667
33,0.9721666666666666
34,0.9725
35,0.9715
36,0.9736666666666667
37,0.973
38,0.9718333333333333
39,0.9733333333333334
40,0.9736666666666667
41,0.9741666666666666
42,0.9736666666666667
43,0.9736666666666667
44,0.9751666666666666
45,0.9753333333333334
46,0.9773333333333334
47,0.9766666666666667
48,0.9765
49,0.976
50,0.9781666666666666
51,0.9778333333333333
52,0.978
53,0.9788333333333333
54,0.9786666666666667
55,0.9786666666666667
56,0.9783333333333334
57,0.9793333333333333
58,0.9796666666666667
59,0.9781666666666666
60,0.9783333333333334
61,0.9788333333333333
62,0.9786666666666667
63,0.9781666666666666
64,0.9786666666666667
65,0.9773333333333334
66,0.9768333333333333
67,0.9781666666666666
68,0.9776666666666667
69,0.9776666666666667
70,0.9771666666666666
71,0.977
72,0.9775
73,0.9781666666666666
74,0.9783333333333334
75,0.9778333333333333
76,0.9773333333333334
77,0.9781666666666666
78,0.9785
79,0.9788333333333333
80,0.9786666666666667
81,0.979
82,0.9788333333333333
83,0.9786666666666667
84,0.979
85,0.9793333333333333
86,0.9798333333333333
87,0.9791666666666666
88,0.9795
89,0.9788333333333333
90,0.9783333333333334
91,0.978
92,0.9796666666666667
93,0.9795
94,0.9791666666666666
95,0.9795
96,0.9795
97,0.9798333333333333
98,0.9798333333333333
99,0.98
100,0.9793333333333333
101,0.9796666666666667
102,0.9796666666666667
