Epoch,Val Accuracy
1,0.22316666666666668
2,0.7048333333333333
3,0.7466666666666667
4,0.8605
5,0.8755
6,0.867
7,0.8905
8,0.8955
9,0.9191666666666667
10,0.9171666666666667
11,0.9205
12,0.9375
13,0.9403333333333334
14,0.9416666666666667
15,0.9411666666666667
16,0.9418333333333333
17,0.9476666666666667
18,0.9495
19,0.951
20,0.9635
21,0.9653333333333334
22,0.9676666666666667
23,0.968
24,0.969
25,0.9735
26,0.9738333333333333
27,0.9731666666666666
28,0.9751666666666666
29,0.9743333333333334
30,0.9758333333333333
31,0.9756666666666667
32,0.9755
33,0.9763333333333334
34,0.9758333333333333
35,0.9763333333333334
36,0.9763333333333334
37,0.9763333333333334
38,0.977
39,0.9763333333333334
40,0.977
41,0.9773333333333334
42,0.9773333333333334
