seed,name,N,degree,loss,time,r2,rmse,best_degree,num_params,max_degree
42,Growing TT,120,1,0.12549821797121022,4.28565239906311,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,2,0.042017595546325295,4.396824359893799,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,3,7.996693689792998e-05,4.494227170944214,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,4,0.000326271340049551,4.591531991958618,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,5,0.00033057882965355586,4.689038515090942,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,6,0.0003297796117376846,4.786457538604736,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,7,0.00032981202879966997,4.883619070053101,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Growing TT,120,8,0.0003298048185337055,4.8910582065582275,0.9999994610080175,7.808242240197062e-05,3,9408,8
42,Poly.Reg.,120,1,0.12549821797121222,0.8913848400115967,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,2,0.04201759554664098,1.1174683570861816,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,3,1.2001694692279298e-15,1.125035047531128,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,4,0.034143415465916954,1.1320743560791016,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,5,0.045331736571771135,1.1394715309143066,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,6,0.04995685770717397,1.5103602409362793,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,7,0.05677170085610708,1.5271131992340088,1.0,1.5823112613210482e-16,3,120,8
42,Poly.Reg.,120,8,0.05933984855787581,1.5448617935180664,1.0,1.5823112613210482e-16,3,120,8
42,CPD,120,2,1.4250906462130288,0.5136144161224365,0.9999999999751811,5.298502989659548e-07,3,2400,8
