seed,name,N,degree,loss,time,r2,rmse,best_degree,num_params,max_degree
42,Growing TT,792,1,0.013128543170574675,0.005678415298461914,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,2,0.012687557102238213,0.025218963623046875,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,3,0.008212294798321858,0.04464602470397949,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,4,0.006896856213161884,0.06241273880004883,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,5,0.004377123973120965,0.08196187019348145,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,6,0.003957035105637171,0.09935903549194336,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,7,0.0036557544773691657,0.11827683448791504,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,8,0.003445381713913649,0.13620543479919434,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,9,0.00335077983302284,0.1559300422668457,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Growing TT,792,10,0.003345839800898841,0.1658155918121338,-8.199742595069232,0.0006112511465885389,10,37248,10
42,Poly.Reg.,792,1,0.013128543170574651,0.0015130043029785156,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,2,0.012687557102243598,0.004033803939819336,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,3,0.008212294873012727,0.00855565071105957,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,4,0.0077909918889529865,0.01665806770324707,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,5,9.085851063502354e-15,0.02931833267211914,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,6,0.006256295406976272,0.053853511810302734,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,7,0.006420650447333769,0.09436273574829102,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,8,0.007238820421268241,0.15983343124389648,1.0,8.920102129155323e-15,5,792,10
42,Poly.Reg.,792,9,0.007500329136963536,0.27826714515686035,1.0,8.920102129155323e-15,5,792,10
42,CPD,792,2,0.01268755710224355,0.03379631042480469,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,3,0.008212294873011733,0.09940028190612793,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,4,0.007790991888911541,0.20288777351379395,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,5,7.611592327349681e-06,0.4167497158050537,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,6,0.020085475525583908,1.909144639968872,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,7,0.05515223821563524,2.201777696609497,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,8,0.13987829847213124,2.6063930988311768,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,9,0.16001709181613122,2.927659273147583,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,CPD,792,10,0.3872918523908834,3.3105878829956055,0.9984644513996527,7.897027165197108e-06,5,4000,10
42,TT,792,2,0.012687557102243464,0.028656482696533203,0.9999997850592313,9.34310538698349e-08,5,14208,10
42,TT,792,3,0.008212294873010423,0.19719958305358887,0.9999997850592313,9.34310538698349e-08,5,14208,10
42,TT,792,4,0.007790991888924698,0.5021367073059082,0.9999997850592313,9.34310538698349e-08,5,14208,10
42,TT,792,5,8.868429532510058e-08,0.8683435916900635,0.9999997850592313,9.34310538698349e-08,5,14208,10
