Epoch,Val RMSE,Val Accuracy
1,0.2606151776647537,0.6834999918937683
2,0.2529491580634198,0.7261666655540466
3,0.24512665198201708,0.796999990940094
4,0.24221282832037455,0.7789999842643738
5,0.20317286720925284,0.8796666860580444
6,0.20364383022584343,0.8813333511352539
7,0.2032988655156986,0.8851666450500488
8,0.20507349536219546,0.8806666731834412
9,0.18573392994081273,0.9001666307449341
10,0.18669933523240753,0.9018332958221436
11,0.18778101570997321,0.9006666541099548
12,0.19020659208333146,0.8980000019073486
13,0.1764608786532241,0.9101666808128357
14,0.17646100659771996,0.9083333015441895
15,0.17746761789968407,0.9078333377838135
16,0.1791822147875377,0.906333327293396
17,0.17135397865059063,0.9129999876022339
18,0.17115542589292004,0.9123333096504211
19,0.1718427405601406,0.9096666574478149
20,0.17319639661501302,0.9079999923706055
21,0.16821471511660463,0.9126666784286499
22,0.1679418059531102,0.9121666550636292
23,0.168439329069261,0.9120000004768372
24,0.1694521424069122,0.9099999666213989
25,0.16683144550272372,0.9141666293144226
26,0.16665812718134268,0.9135000109672546
27,0.16715423896575404,0.9126666784286499
28,0.16818476458790052,0.9120000004768372
29,0.1663851910774387,0.9139999747276306
30,0.1662947193053447,0.9141666293144226
31,0.16674586221765447,0.9138333201408386
32,0.1676708594755375,0.9131666421890259
33,0.1664145004733743,0.9126666784286499
34,0.16639920233167887,0.9126666784286499
35,0.1667906962230542,0.9120000004768372
36,0.16757963695581463,0.9113333225250244
37,0.16670759902783208,0.9128333330154419
38,0.166733935242597,0.9116666316986084
39,0.16702630015881717,0.9104999899864197
40,0.16766749645818813,0.909500002861023
41,0.1672234300882613,0.9118333458900452
42,0.16724092305427576,0.9111666679382324
43,0.16743247905818998,0.9101666808128357
44,0.16792121925836245,0.909500002861023
45,0.1681087812348314,0.9114999771118164
46,0.16811022656536753,0.9108332991600037
47,0.16825536314972606,0.9101666808128357
48,0.16863130295213527,0.9098333120346069
49,0.1693789053466323,0.9088333249092102
50,0.1694047831061118,0.9086666703224182
51,0.16950963390213952,0.9096666574478149
52,0.16984347884565856,0.9085000157356262
53,0.1704694737588904,0.9078333377838135
54,0.17065978175471305,0.9079999923706055
55,0.1707776674438737,0.9086666703224182
56,0.1710474714334107,0.9089999794960022
57,0.17104022406151756,0.9068333506584167
58,0.17107181422428078,0.9070000052452087
59,0.17148711659298627,0.9070000052452087
60,0.17193057755137423,0.9078333377838135
61,0.17732666798900176,0.906499981880188
62,0.1778956011065512,0.9071666598320007
63,0.17848896225484903,0.9068333506584167
64,0.17903612892880777,0.9076666831970215
65,0.17173836249610291,0.9068333506584167
66,0.17186285515670693,0.9073333144187927
67,0.17205126167891327,0.9073333144187927
68,0.17228759675091593,0.906166672706604
69,0.17586572210992585,0.9051666855812073
70,0.17657505142184013,0.9041666388511658
71,0.17679765939848807,0.9054999947547913
72,0.17786420203834424,0.9051666855812073
73,0.17648354077300848,0.9049999713897705
74,0.17659873334433712,0.9039999842643738
75,0.17727457341132863,0.9043333530426025
76,0.1773400349691577,0.9038333296775818
77,0.17486407543908272,0.9028333425521851
78,0.17539440808854062,0.903499960899353
79,0.17604901734889936,0.9041666388511658
80,0.18898635864935806,0.902999997138977
81,0.1804016066509281,0.9024999737739563
