dataset,n_estimators,max_depth,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,learning_rate
student_perf,50,3,2.210583319557857,0.23327843071364307,,,42,xgboost,0.1
student_perf,50,3,2.210583319557857,0.23327843071364307,,,43,xgboost,0.1
student_perf,50,3,2.210583319557857,0.23327843071364307,,,44,xgboost,0.1
student_perf,50,3,2.210583319557857,0.23327843071364307,,,45,xgboost,0.1
student_perf,50,3,2.210583319557857,0.23327843071364307,,,46,xgboost,0.1
student_perf,50,6,2.3184960240598453,0.15659413917445042,,,42,xgboost,0.1
student_perf,50,6,2.3184960240598453,0.15659413917445042,,,43,xgboost,0.1
student_perf,50,6,2.3184960240598453,0.15659413917445042,,,44,xgboost,0.1
student_perf,50,6,2.3184960240598453,0.15659413917445042,,,45,xgboost,0.1
student_perf,50,6,2.3184960240598453,0.15659413917445042,,,46,xgboost,0.1
student_perf,50,9,2.5150783128517262,0.007508197435588837,,,42,xgboost,0.1
student_perf,50,9,2.5150783128517262,0.007508197435588837,,,43,xgboost,0.1
student_perf,50,9,2.5150783128517262,0.007508197435588837,,,44,xgboost,0.1
student_perf,50,9,2.5150783128517262,0.007508197435588837,,,45,xgboost,0.1
student_perf,50,9,2.5150783128517262,0.007508197435588837,,,46,xgboost,0.1
student_perf,100,3,2.2592736229431525,0.1991308446671438,,,42,xgboost,0.1
student_perf,100,3,2.2592736229431525,0.1991308446671438,,,43,xgboost,0.1
student_perf,100,3,2.2592736229431525,0.1991308446671438,,,44,xgboost,0.1
student_perf,100,3,2.2592736229431525,0.1991308446671438,,,45,xgboost,0.1
student_perf,100,3,2.2592736229431525,0.1991308446671438,,,46,xgboost,0.1
student_perf,100,6,2.3087084751795164,0.16369999744783637,,,42,xgboost,0.1
student_perf,100,6,2.3087084751795164,0.16369999744783637,,,43,xgboost,0.1
student_perf,100,6,2.3087084751795164,0.16369999744783637,,,44,xgboost,0.1
student_perf,100,6,2.3087084751795164,0.16369999744783637,,,45,xgboost,0.1
student_perf,100,6,2.3087084751795164,0.16369999744783637,,,46,xgboost,0.1
student_perf,100,9,2.513561032438585,0.008705324485806298,,,42,xgboost,0.1
student_perf,100,9,2.513561032438585,0.008705324485806298,,,43,xgboost,0.1
student_perf,100,9,2.513561032438585,0.008705324485806298,,,44,xgboost,0.1
student_perf,100,9,2.513561032438585,0.008705324485806298,,,45,xgboost,0.1
student_perf,100,9,2.513561032438585,0.008705324485806298,,,46,xgboost,0.1
student_perf,200,3,2.3402625494212366,0.14068366159779,,,42,xgboost,0.1
student_perf,200,3,2.3402625494212366,0.14068366159779,,,43,xgboost,0.1
student_perf,200,3,2.3402625494212366,0.14068366159779,,,44,xgboost,0.1
student_perf,200,3,2.3402625494212366,0.14068366159779,,,45,xgboost,0.1
student_perf,200,3,2.3402625494212366,0.14068366159779,,,46,xgboost,0.1
student_perf,200,6,2.3184418737802033,0.15663353551535797,,,42,xgboost,0.1
student_perf,200,6,2.3184418737802033,0.15663353551535797,,,43,xgboost,0.1
student_perf,200,6,2.3184418737802033,0.15663353551535797,,,44,xgboost,0.1
student_perf,200,6,2.3184418737802033,0.15663353551535797,,,45,xgboost,0.1
student_perf,200,6,2.3184418737802033,0.15663353551535797,,,46,xgboost,0.1
student_perf,200,9,2.5139876948019064,0.00836876291436528,,,42,xgboost,0.1
student_perf,200,9,2.5139876948019064,0.00836876291436528,,,43,xgboost,0.1
student_perf,200,9,2.5139876948019064,0.00836876291436528,,,44,xgboost,0.1
student_perf,200,9,2.5139876948019064,0.00836876291436528,,,45,xgboost,0.1
student_perf,200,9,2.5139876948019064,0.00836876291436528,,,46,xgboost,0.1
student_perf,500,3,2.36007731798298,0.12607056788646542,,,42,xgboost,0.1
student_perf,500,3,2.36007731798298,0.12607056788646542,,,43,xgboost,0.1
student_perf,500,3,2.36007731798298,0.12607056788646542,,,44,xgboost,0.1
student_perf,500,3,2.36007731798298,0.12607056788646542,,,45,xgboost,0.1
student_perf,500,3,2.36007731798298,0.12607056788646542,,,46,xgboost,0.1
student_perf,500,6,2.327430140655857,0.15008163787202977,,,42,xgboost,0.1
student_perf,500,6,2.327430140655857,0.15008163787202977,,,43,xgboost,0.1
student_perf,500,6,2.327430140655857,0.15008163787202977,,,44,xgboost,0.1
student_perf,500,6,2.327430140655857,0.15008163787202977,,,45,xgboost,0.1
student_perf,500,6,2.327430140655857,0.15008163787202977,,,46,xgboost,0.1
student_perf,500,9,2.513986064664403,0.008370048914887795,,,42,xgboost,0.1
student_perf,500,9,2.513986064664403,0.008370048914887795,,,43,xgboost,0.1
student_perf,500,9,2.513986064664403,0.008370048914887795,,,44,xgboost,0.1
student_perf,500,9,2.513986064664403,0.008370048914887795,,,45,xgboost,0.1
student_perf,500,9,2.513986064664403,0.008370048914887795,,,46,xgboost,0.1
