dataset,num_channels,num_layers,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,early_stopping
mushrooms,16,1,,,0.9909762100082035,882,42,mlp,51
mushrooms,16,1,,,0.9909762100082035,882,43,mlp,51
mushrooms,16,1,,,0.9909762100082035,882,44,mlp,51
mushrooms,16,1,,,0.9835931091058244,882,45,mlp,51
mushrooms,16,1,,,0.9909762100082035,882,46,mlp,51
mushrooms,64,1,,,0.9909762100082035,3522,42,mlp,51
mushrooms,64,1,,,0.9909762100082035,3522,43,mlp,51
mushrooms,64,1,,,0.9909762100082035,3522,44,mlp,51
mushrooms,64,1,,,0.9860541427399507,3522,45,mlp,51
mushrooms,64,1,,,0.9909762100082035,3522,46,mlp,51
mushrooms,256,1,,,0.9909762100082035,14082,42,mlp,51
mushrooms,256,1,,,0.9909762100082035,14082,43,mlp,51
mushrooms,256,1,,,0.9860541427399507,14082,44,mlp,51
mushrooms,256,1,,,0.9909762100082035,14082,45,mlp,51
mushrooms,256,1,,,0.9909762100082035,14082,46,mlp,51
mushrooms,16,3,,,0.9909762100082035,1490,42,mlp,51
mushrooms,16,3,,,0.9909762100082035,1490,43,mlp,51
mushrooms,16,3,,,0.9909762100082035,1490,44,mlp,51
mushrooms,16,3,,,0.9909762100082035,1490,45,mlp,51
mushrooms,16,3,,,0.9909762100082035,1490,46,mlp,51
mushrooms,64,3,,,0.9909762100082035,12098,42,mlp,51
mushrooms,64,3,,,0.9909762100082035,12098,43,mlp,51
mushrooms,64,3,,,0.9909762100082035,12098,44,mlp,51
mushrooms,64,3,,,0.9909762100082035,12098,45,mlp,51
mushrooms,64,3,,,0.9909762100082035,12098,46,mlp,51
mushrooms,256,3,,,0.9909762100082035,146690,42,mlp,51
mushrooms,256,3,,,0.9909762100082035,146690,43,mlp,51
mushrooms,256,3,,,0.9909762100082035,146690,44,mlp,51
mushrooms,256,3,,,0.9909762100082035,146690,45,mlp,51
mushrooms,256,3,,,0.9909762100082035,146690,46,mlp,51
mushrooms,16,5,,,0.9909762100082035,2098,42,mlp,51
mushrooms,16,5,,,0.9909762100082035,2098,43,mlp,51
mushrooms,16,5,,,0.9909762100082035,2098,44,mlp,51
mushrooms,16,5,,,0.9901558654634947,2098,45,mlp,51
mushrooms,16,5,,,0.9909762100082035,2098,46,mlp,51
mushrooms,64,5,,,0.9909762100082035,20674,42,mlp,51
mushrooms,64,5,,,0.9909762100082035,20674,43,mlp,51
mushrooms,64,5,,,0.9909762100082035,20674,44,mlp,51
mushrooms,64,5,,,0.9909762100082035,20674,45,mlp,51
mushrooms,64,5,,,0.9909762100082035,20674,46,mlp,51
mushrooms,256,5,,,0.9909762100082035,279298,42,mlp,51
mushrooms,256,5,,,0.9909762100082035,279298,43,mlp,51
mushrooms,256,5,,,0.9909762100082035,279298,44,mlp,51
mushrooms,256,5,,,0.9909762100082035,279298,45,mlp,51
mushrooms,256,5,,,0.9909762100082035,279298,46,mlp,51
