dataset,num_channels,num_layers,val_rmse,val_r2,val_accuracy,num_params,seed,model_type,early_stopping
bike,16,1,129.7030905286605,0.4803334614315574,,257,42,mlp,13
bike,16,1,129.31447665208884,0.48344282588050513,,257,43,mlp,13
bike,16,1,130.31689973175634,0.4754032648311033,,257,44,mlp,13
bike,16,1,128.6331953484158,0.488871355202535,,257,45,mlp,13
bike,16,1,128.94330998348244,0.48640388104291155,,257,46,mlp,13
bike,64,1,110.79001105326537,0.6208375543129974,,1025,42,mlp,13
bike,64,1,111.17244047649812,0.6182154201076112,,1025,43,mlp,13
bike,64,1,110.85877359317207,0.6203667489852169,,1025,44,mlp,13
bike,64,1,110.33775050578036,0.6239268258160575,,1025,45,mlp,13
bike,64,1,110.40735005561565,0.6234522325100538,,1025,46,mlp,13
bike,256,1,99.67264294006779,0.6931147232715372,,4097,42,mlp,13
bike,256,1,99.40212168503461,0.6947782956812988,,4097,43,mlp,13
bike,256,1,99.61194671033083,0.6934883685821802,,4097,44,mlp,13
bike,256,1,99.20994557066335,0.6959573373243472,,4097,45,mlp,13
bike,256,1,99.83434042352151,0.6921182045381191,,4097,46,mlp,13
bike,16,3,93.00621100933812,0.7327928909111123,,865,42,mlp,13
bike,16,3,88.24838846989422,0.7594321032659426,,865,43,mlp,13
bike,16,3,110.21163741059385,0.6247860176605567,,865,44,mlp,13
bike,16,3,84.7463189613257,0.7781467521186909,,865,45,mlp,13
bike,16,3,87.03327716177994,0.7660113573471096,,865,46,mlp,13
bike,64,3,45.317346379937234,0.9365614793471819,,9601,42,mlp,13
bike,64,3,45.27904135227085,0.9366686783552206,,9601,43,mlp,13
bike,64,3,44.462100754548366,0.9389333548662055,,9601,44,mlp,13
bike,64,3,45.53772108049752,0.9359429860535666,,9601,45,mlp,13
bike,64,3,49.14614787972645,0.925388963939915,,9601,46,mlp,13
bike,256,3,38.73705302405441,0.9536470626076515,,136705,42,mlp,13
bike,256,3,37.99891764387655,0.9553967445832111,,136705,43,mlp,13
bike,256,3,39.71115271236675,0.9512865271749948,,136705,44,mlp,13
bike,256,3,40.2467100713143,0.9499637360484773,,136705,45,mlp,13
bike,256,3,40.09042047394911,0.950351592029114,,136705,46,mlp,13
bike,16,5,90.9889878598529,0.74425816756834,,1473,42,mlp,13
bike,16,5,89.66348566777371,0.7516550457631725,,1473,43,mlp,13
bike,16,5,91.80308512853071,0.7396613447945743,,1473,44,mlp,13
bike,16,5,89.53770986680529,0.752351290778492,,1473,45,mlp,13
bike,16,5,90.49477239486754,0.7470287954783187,,1473,46,mlp,13
bike,64,5,44.649218578744055,0.9384182778905542,,18177,42,mlp,13
bike,64,5,43.57448298485226,0.9413472215127515,,18177,43,mlp,13
bike,64,5,44.84588269180781,0.9378745914697326,,18177,44,mlp,13
bike,64,5,42.97290212223897,0.9429555400496523,,18177,45,mlp,13
bike,64,5,44.76711748682806,0.9380926281341727,,18177,46,mlp,13
bike,256,5,39.082460452273594,0.9528167449210639,,269313,42,mlp,13
bike,256,5,39.205187863386314,0.9525199483186579,,269313,43,mlp,13
bike,256,5,38.363646426827245,0.9545363956104533,,269313,44,mlp,13
bike,256,5,39.50052216248813,0.9518019156019963,,269313,45,mlp,13
bike,256,5,39.40086293371919,0.9520448148966683,,269313,46,mlp,13
